"count"	"b2a"	"b2b"
974	0.573437	0.465737
975	0.603343	0.603388
976	0.504335	0.903364
977	0.474696	0.615908
978	0.112195	0.493035
979	0.344616	0.394461
980	0.396497	0.57342
981	0.952791	0.619889
982	0.576985	0.391753
983	0.312278	0.674907
984	0.854765	0.366347
985	0.958264	0.658777
986	0.915216	0.464794
987	0.644682	0.53797
988	0.5793	0.688387
989	0.343507	0.710624
990	0.382688	0.587004
991	0.558923	0.757872
992	0.959381	0.757065
993	0.030483	0.800651
994	0.830546	0.885031
995	0.376914	0.768871
996	0.207365	0.694616
997	0.590979	0.668332
998	0.51216	0.839268
999	0.678526	0.535808
1000	0.517586	0.425944
1001	0.321106	0.939264
1002	0.499277	0.793092
1003	0.695868	0.901068
1004	0.764774	0.681469
1005	0.701167	0.70309
1006	0.568392	0.496296
1007	0.633391	0.528047
1008	0.480643	0.547977
1009	0.469751	0.296043
1010	0.418119	0.723293
1011	0.414662	0.507807
1012	0.952341	0.388536
1013	0.947428	0.204317
1014	0.682616	0.614605
1015	0.738858	0.381392
1016	0.559925	0.508528
1017	0.793755	0.423868
1018	0.67069	0.53799
1019	0.66524	0.475199
1020	0.573318	0.806912
1021	0.395906	0.491813
1022	0.327465	0.478817
1023	0.183767	0.548495
1024	0.119624	0.436394
1025	0.517788	0.589376
1026	0.80241	0.433963
1027	0.755687	0.410649
1028	0.586889	0.410803
1029	0.645201	0.413586
1030	0.609638	0.546051
1031	0.738939	0.570911
1032	0.44758	0.705336
1033	0.760016	0.818101
1034	0.981904	0.851254
1035	0.79814	0.842761
1036	0.904522	0.726453
1037	0.773169	0.830345
1038	0.4332	0.800739
1039	0.788823	0.730755
1040	0.802797	0.871186
1041	0.691259	0.504687
1042	0.665945	0.35904
1043	0.641104	0.327001
1044	0.783279	0.303973
1045	0.884446	0.360296
1046	0.935646	0.62406
1047	0.82175	0.783378
1048	0.986618	0.912047
1049	0.814645	0.770997
1050	1.069778	0.76285
1051	0.272442	0.757626
1052	1.173233	0.694178
1053	0.694043	0.579498
1054	0.682197	0.729793
1055	0.65047	0.676874
1056	0.781714	0.599312
1057	0.571399	-0.224964
1058	0.754448	0.447947
1059	0.740668	0.470275
1060	0.766135	0.228745
1061	0.526713	0.758671
1062	0.53428	0.969439
1063	0.73404	0.300029
1064	0.823379	0.977545
1065	0.211597	0.552967
1066	0.320842	0.678941
1067	0.239845	0.710221
1068	0.420333	0.679494
1069	0.438995	0.671261
1070	0.488987	0.802876
1071	0.374121	0.595704
1072	0.565564	0.40349
1073	0.853314	0.311311
1074	1.079081	0.241762
1075	0.922316	0.452533
1076	0.74484	0.429321
1077	0.699798	0.457962
1078	0.638562	0.70859
1079	0.642199	0.750227
1080	0.596949	0.854398
1081	0.735073	0.367176
1082	0.935466	0.536875
1083	0.993456	0.616319
1084	0.627724	0.314879
1085	0.425224	0.754773
1086	1.185666	0.766168
1087	0.254896	0.691981
1088	-0.182209	0.751923
1089	0.232834	0.546618
1090	0.189689	0.809751
1091	1.005836	0.735969
1092	1.068868	0.373747
1093	0.580057	0.737699
1094	0.88212	0.518223
1095	0.989602	0.387934
1096	1.021536	0.853983
1097	1.020709	0.321817
1098	0.790389	0.637796
1099	0.69844	0.906296
1100	0.656379	0.994433
1101	0.532337	0.770855
1102	0.553269	0.121447
1103	0.546932	0.259586
1104	0.650685	0.176012
1105	0.551915	0.170888
1106	0.720657	0.488281
1107	0.203219	0.406854
1108	0.295899	0.202086
1109	0.889245	0.768955
1110	0.470708	0.724887
1111	0.833285	0.737152
1112	0.779675	0.878037
1113	0.319895	0.200579
1114	0.354807	0.372886
1115	0.521226	0.502966
1116	0.543051	0.887381
1117	0.517847	0.247489
1118	0.634003	0.922383
1119	0.664242	0.726703
1120	0.897543	0.86465
1121	0.737769	0.86225
1122	0.542552	0.844923
1123	0.476788	0.716426
1124	0.506669	0.501562
1125	0.422511	0.335802
1126	0.441463	0.398279
1127	0.642345	0.389017
1128	0.980339	0.300077
1129	0.455307	0.871978
1130	0.560642	1.072306
1131	0.431865	0.77427
1132	0.78597	0.629889
1133	0.425444	0.202316
1134	0.493118	0.604642
1135	0.219917	0.53951
1136	1.049471	0.455361
1137	0.752591	0.453647
1138	0.76093	1.086089
1139	0.483378	1.102849
1140	0.402952	0.745148
1141	0.443111	0.728803
1142	0.351978	0.809877
1143	0.359252	0.713412
